Nummer;Spalte;Modell;Intervall;Wahrscheinlichkeit
15.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;12-16 Wochen;0.0670425314938593
15.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;16-45 Wochen;0.10654454239939437
15.0;Vorgespräch_bis_Beh_mean;lognorm;0-4 Wochen;0.3695108289802334
15.0;Vorgespräch_bis_Beh_mean;lognorm;4-8 Wochen;0.29738005448548294
15.0;Vorgespräch_bis_Beh_mean;lognorm;8-12 Wochen;0.1432848094958099
15.0;Vorgespräch_bis_Beh_mean;lognorm;12-16 Wochen;0.0739442755987636
15.0;Vorgespräch_bis_Beh_mean;lognorm;16-45 Wochen;0.10614349899639097
15.0;Vorgespräch_bis_Beh_mean;gamma;0-4 Wochen;0.3175868713745026
15.0;Vorgespräch_bis_Beh_mean;gamma;4-8 Wochen;0.3245436462830861
15.0;Vorgespräch_bis_Beh_mean;gamma;8-12 Wochen;0.18727584687430332
15.0;Vorgespräch_bis_Beh_mean;gamma;12-16 Wochen;0.09331788312874467
15.0;Vorgespräch_bis_Beh_mean;gamma;16-45 Wochen;0.07713442108252122
15.0;Vorgespräch_bis_Beh_mean;weibull;0-4 Wochen;0.27606278642898163
15.0;Vorgespräch_bis_Beh_mean;weibull;4-8 Wochen;0.34563335816570506
15.0;Vorgespräch_bis_Beh_mean;weibull;8-12 Wochen;0.22132033912811355
15.0;Vorgespräch_bis_Beh_mean;weibull;12-16 Wochen;0.10331431442869932
15.0;Vorgespräch_bis_Beh_mean;weibull;16-45 Wochen;0.05366893332062794
15.0;Privat_Wartezeit_mean;lognorm;0-4 Wochen;0.7285065436641739
15.0;Privat_Wartezeit_mean;lognorm;4-8 Wochen;0.14096490019710728
15.0;Privat_Wartezeit_mean;lognorm;8-12 Wochen;0.0535220576983686
15.0;Privat_Wartezeit_mean;lognorm;12-16 Wochen;0.026450846103732717
15.0;Privat_Wartezeit_mean;lognorm;16-45 Wochen;0.042550482169776194
15.0;Privat_Wartezeit_mean;gamma;0-4 Wochen;0.6037399922623655
15.0;Privat_Wartezeit_mean;gamma;4-8 Wochen;0.18116458377095512
15.0;Privat_Wartezeit_mean;gamma;8-12 Wochen;0.09216701561441276
15.0;Privat_Wartezeit_mean;gamma;12-16 Wochen;0.050870846348954224
15.0;Privat_Wartezeit_mean;gamma;16-45 Wochen;0.07009146379793108
15.0;Privat_Wartezeit_mean;weibull;0-4 Wochen;0.6561524876022609
15.0;Privat_Wartezeit_mean;weibull;4-8 Wochen;0.1616602829862237
15.0;Privat_Wartezeit_mean;weibull;8-12 Wochen;0.07545276822314406
15.0;Privat_Wartezeit_mean;weibull;12-16 Wochen;0.04058154773960465
15.0;Privat_Wartezeit_mean;weibull;16-45 Wochen;0.06185529802443446
16.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;0-4 Wochen;0.17335260925668206
16.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;4-8 Wochen;0.19965559640148567
16.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;8-12 Wochen;0.14178339076240598
16.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;12-16 Wochen;0.1005261862815009
16.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;16-45 Wochen;0.2722764854762869
16.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;0-4 Wochen;0.11823400078540322
16.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;4-8 Wochen;0.17910436629380114
16.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;8-12 Wochen;0.16817792630664935
16.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;12-16 Wochen;0.13921549934384775
16.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;16-45 Wochen;0.36422420415981527
16.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;0-4 Wochen;0.08776880403900125
16.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;4-8 Wochen;0.15851276922145766
16.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;8-12 Wochen;0.17430701894370176
16.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;12-16 Wochen;0.16055153034850578
16.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;16-45 Wochen;0.40935627791849316
16.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;0-4 Wochen;0.5711769223583747
16.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;4-8 Wochen;0.15819735667446655
16.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;8-12 Wochen;0.07665660825775278
16.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;12-16 Wochen;0.04537266605351631
16.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;16-45 Wochen;0.10272567379393915
16.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;0-4 Wochen;0.49519902907204116
16.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;4-8 Wochen;0.2072886656430587
16.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;8-12 Wochen;0.11677592840776085
16.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;12-16 Wochen;0.06925314993607223
16.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;16-45 Wochen;0.10751906839939152
16.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;0-4 Wochen;0.49583409697332115
16.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;4-8 Wochen;0.21024068934831075
16.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;8-12 Wochen;0.11486904410632182
16.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;12-16 Wochen;0.0670425314938593
16.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;16-45 Wochen;0.10654454239939437
16.0;Vorgespräch_bis_Beh_mean;lognorm;0-4 Wochen;0.3695108289802334
16.0;Vorgespräch_bis_Beh_mean;lognorm;4-8 Wochen;0.29738005448548294
16.0;Vorgespräch_bis_Beh_mean;lognorm;8-12 Wochen;0.1432848094958099
16.0;Vorgespräch_bis_Beh_mean;lognorm;12-16 Wochen;0.0739442755987636
16.0;Vorgespräch_bis_Beh_mean;lognorm;16-45 Wochen;0.10614349899639097
16.0;Vorgespräch_bis_Beh_mean;gamma;0-4 Wochen;0.3175868713745026
16.0;Vorgespräch_bis_Beh_mean;gamma;4-8 Wochen;0.3245436462830861
16.0;Vorgespräch_bis_Beh_mean;gamma;8-12 Wochen;0.18727584687430332
16.0;Vorgespräch_bis_Beh_mean;gamma;12-16 Wochen;0.09331788312874467
16.0;Vorgespräch_bis_Beh_mean;gamma;16-45 Wochen;0.07713442108252122
16.0;Vorgespräch_bis_Beh_mean;weibull;0-4 Wochen;0.27606278642898163
16.0;Vorgespräch_bis_Beh_mean;weibull;4-8 Wochen;0.34563335816570506
16.0;Vorgespräch_bis_Beh_mean;weibull;8-12 Wochen;0.22132033912811355
16.0;Vorgespräch_bis_Beh_mean;weibull;12-16 Wochen;0.10331431442869932
16.0;Vorgespräch_bis_Beh_mean;weibull;16-45 Wochen;0.05366893332062794
16.0;Privat_Wartezeit_mean;lognorm;0-4 Wochen;0.7285065436641739
16.0;Privat_Wartezeit_mean;lognorm;4-8 Wochen;0.14096490019710728
16.0;Privat_Wartezeit_mean;lognorm;8-12 Wochen;0.0535220576983686
16.0;Privat_Wartezeit_mean;lognorm;12-16 Wochen;0.026450846103732717
16.0;Privat_Wartezeit_mean;lognorm;16-45 Wochen;0.042550482169776194
16.0;Privat_Wartezeit_mean;gamma;0-4 Wochen;0.6037399922623655
16.0;Privat_Wartezeit_mean;gamma;4-8 Wochen;0.18116458377095512
16.0;Privat_Wartezeit_mean;gamma;8-12 Wochen;0.09216701561441276
16.0;Privat_Wartezeit_mean;gamma;12-16 Wochen;0.050870846348954224
16.0;Privat_Wartezeit_mean;gamma;16-45 Wochen;0.07009146379793108
16.0;Privat_Wartezeit_mean;weibull;0-4 Wochen;0.6561524876022609
16.0;Privat_Wartezeit_mean;weibull;4-8 Wochen;0.1616602829862237
16.0;Privat_Wartezeit_mean;weibull;8-12 Wochen;0.07545276822314406
16.0;Privat_Wartezeit_mean;weibull;12-16 Wochen;0.04058154773960465
16.0;Privat_Wartezeit_mean;weibull;16-45 Wochen;0.06185529802443446
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;0-4 Wochen;0.17335260925668206
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;4-8 Wochen;0.19965559640148567
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;8-12 Wochen;0.14178339076240598
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;12-16 Wochen;0.1005261862815009
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;16-45 Wochen;0.2722764854762869
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;0-4 Wochen;0.11823400078540322
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;4-8 Wochen;0.17910436629380114
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;8-12 Wochen;0.16817792630664935
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;12-16 Wochen;0.13921549934384775
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;16-45 Wochen;0.36422420415981527
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;0-4 Wochen;0.08776880403900125
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;4-8 Wochen;0.15851276922145766
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;8-12 Wochen;0.17430701894370176
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;12-16 Wochen;0.16055153034850578
17.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;16-45 Wochen;0.40935627791849316
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;0-4 Wochen;0.5711769223583747
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;4-8 Wochen;0.15819735667446655
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;8-12 Wochen;0.07665660825775278
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;12-16 Wochen;0.04537266605351631
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;16-45 Wochen;0.10272567379393915
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;0-4 Wochen;0.49519902907204116
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;4-8 Wochen;0.2072886656430587
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;8-12 Wochen;0.11677592840776085
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;12-16 Wochen;0.06925314993607223
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;16-45 Wochen;0.10751906839939152
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;0-4 Wochen;0.49583409697332115
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;4-8 Wochen;0.21024068934831075
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;8-12 Wochen;0.11486904410632182
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;12-16 Wochen;0.0670425314938593
17.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;16-45 Wochen;0.10654454239939437
17.0;Vorgespräch_bis_Beh_mean;lognorm;0-4 Wochen;0.3695108289802334
17.0;Vorgespräch_bis_Beh_mean;lognorm;4-8 Wochen;0.29738005448548294
17.0;Vorgespräch_bis_Beh_mean;lognorm;8-12 Wochen;0.1432848094958099
17.0;Vorgespräch_bis_Beh_mean;lognorm;12-16 Wochen;0.0739442755987636
17.0;Vorgespräch_bis_Beh_mean;lognorm;16-45 Wochen;0.10614349899639097
17.0;Vorgespräch_bis_Beh_mean;gamma;0-4 Wochen;0.3175868713745026
17.0;Vorgespräch_bis_Beh_mean;gamma;4-8 Wochen;0.3245436462830861
17.0;Vorgespräch_bis_Beh_mean;gamma;8-12 Wochen;0.18727584687430332
17.0;Vorgespräch_bis_Beh_mean;gamma;12-16 Wochen;0.09331788312874467
17.0;Vorgespräch_bis_Beh_mean;gamma;16-45 Wochen;0.07713442108252122
17.0;Vorgespräch_bis_Beh_mean;weibull;0-4 Wochen;0.27606278642898163
17.0;Vorgespräch_bis_Beh_mean;weibull;4-8 Wochen;0.34563335816570506
17.0;Vorgespräch_bis_Beh_mean;weibull;8-12 Wochen;0.22132033912811355
17.0;Vorgespräch_bis_Beh_mean;weibull;12-16 Wochen;0.10331431442869932
17.0;Vorgespräch_bis_Beh_mean;weibull;16-45 Wochen;0.05366893332062794
17.0;Privat_Wartezeit_mean;lognorm;0-4 Wochen;0.7285065436641739
17.0;Privat_Wartezeit_mean;lognorm;4-8 Wochen;0.14096490019710728
17.0;Privat_Wartezeit_mean;lognorm;8-12 Wochen;0.0535220576983686
17.0;Privat_Wartezeit_mean;lognorm;12-16 Wochen;0.026450846103732717
17.0;Privat_Wartezeit_mean;lognorm;16-45 Wochen;0.042550482169776194
17.0;Privat_Wartezeit_mean;gamma;0-4 Wochen;0.6037399922623655
17.0;Privat_Wartezeit_mean;gamma;4-8 Wochen;0.18116458377095512
17.0;Privat_Wartezeit_mean;gamma;8-12 Wochen;0.09216701561441276
17.0;Privat_Wartezeit_mean;gamma;12-16 Wochen;0.050870846348954224
17.0;Privat_Wartezeit_mean;gamma;16-45 Wochen;0.07009146379793108
17.0;Privat_Wartezeit_mean;weibull;0-4 Wochen;0.6561524876022609
17.0;Privat_Wartezeit_mean;weibull;4-8 Wochen;0.1616602829862237
17.0;Privat_Wartezeit_mean;weibull;8-12 Wochen;0.07545276822314406
17.0;Privat_Wartezeit_mean;weibull;12-16 Wochen;0.04058154773960465
17.0;Privat_Wartezeit_mean;weibull;16-45 Wochen;0.06185529802443446
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;0-4 Wochen;0.17335260925668206
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;4-8 Wochen;0.19965559640148567
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;8-12 Wochen;0.14178339076240598
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;12-16 Wochen;0.1005261862815009
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;16-45 Wochen;0.2722764854762869
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;0-4 Wochen;0.11823400078540322
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;4-8 Wochen;0.17910436629380114
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;8-12 Wochen;0.16817792630664935
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;12-16 Wochen;0.13921549934384775
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;16-45 Wochen;0.36422420415981527
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;0-4 Wochen;0.08776880403900125
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;4-8 Wochen;0.15851276922145766
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;8-12 Wochen;0.17430701894370176
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;12-16 Wochen;0.16055153034850578
18.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;16-45 Wochen;0.40935627791849316
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;0-4 Wochen;0.5711769223583747
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;4-8 Wochen;0.15819735667446655
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;8-12 Wochen;0.07665660825775278
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;12-16 Wochen;0.04537266605351631
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;16-45 Wochen;0.10272567379393915
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;0-4 Wochen;0.49519902907204116
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;4-8 Wochen;0.2072886656430587
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;8-12 Wochen;0.11677592840776085
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;12-16 Wochen;0.06925314993607223
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;16-45 Wochen;0.10751906839939152
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;0-4 Wochen;0.49583409697332115
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;4-8 Wochen;0.21024068934831075
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;8-12 Wochen;0.11486904410632182
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;12-16 Wochen;0.0670425314938593
18.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;16-45 Wochen;0.10654454239939437
18.0;Vorgespräch_bis_Beh_mean;lognorm;0-4 Wochen;0.3695108289802334
18.0;Vorgespräch_bis_Beh_mean;lognorm;4-8 Wochen;0.29738005448548294
18.0;Vorgespräch_bis_Beh_mean;lognorm;8-12 Wochen;0.1432848094958099
18.0;Vorgespräch_bis_Beh_mean;lognorm;12-16 Wochen;0.0739442755987636
18.0;Vorgespräch_bis_Beh_mean;lognorm;16-45 Wochen;0.10614349899639097
18.0;Vorgespräch_bis_Beh_mean;gamma;0-4 Wochen;0.3175868713745026
18.0;Vorgespräch_bis_Beh_mean;gamma;4-8 Wochen;0.3245436462830861
18.0;Vorgespräch_bis_Beh_mean;gamma;8-12 Wochen;0.18727584687430332
18.0;Vorgespräch_bis_Beh_mean;gamma;12-16 Wochen;0.09331788312874467
18.0;Vorgespräch_bis_Beh_mean;gamma;16-45 Wochen;0.07713442108252122
18.0;Vorgespräch_bis_Beh_mean;weibull;0-4 Wochen;0.27606278642898163
18.0;Vorgespräch_bis_Beh_mean;weibull;4-8 Wochen;0.34563335816570506
18.0;Vorgespräch_bis_Beh_mean;weibull;8-12 Wochen;0.22132033912811355
18.0;Vorgespräch_bis_Beh_mean;weibull;12-16 Wochen;0.10331431442869932
18.0;Vorgespräch_bis_Beh_mean;weibull;16-45 Wochen;0.05366893332062794
18.0;Privat_Wartezeit_mean;lognorm;0-4 Wochen;0.7285065436641739
18.0;Privat_Wartezeit_mean;lognorm;4-8 Wochen;0.14096490019710728
18.0;Privat_Wartezeit_mean;lognorm;8-12 Wochen;0.0535220576983686
18.0;Privat_Wartezeit_mean;lognorm;12-16 Wochen;0.026450846103732717
18.0;Privat_Wartezeit_mean;lognorm;16-45 Wochen;0.042550482169776194
18.0;Privat_Wartezeit_mean;gamma;0-4 Wochen;0.6037399922623655
18.0;Privat_Wartezeit_mean;gamma;4-8 Wochen;0.18116458377095512
18.0;Privat_Wartezeit_mean;gamma;8-12 Wochen;0.09216701561441276
18.0;Privat_Wartezeit_mean;gamma;12-16 Wochen;0.050870846348954224
18.0;Privat_Wartezeit_mean;gamma;16-45 Wochen;0.07009146379793108
18.0;Privat_Wartezeit_mean;weibull;0-4 Wochen;0.6561524876022609
18.0;Privat_Wartezeit_mean;weibull;4-8 Wochen;0.1616602829862237
18.0;Privat_Wartezeit_mean;weibull;8-12 Wochen;0.07545276822314406
18.0;Privat_Wartezeit_mean;weibull;12-16 Wochen;0.04058154773960465
18.0;Privat_Wartezeit_mean;weibull;16-45 Wochen;0.06185529802443446
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;0-4 Wochen;0.17335260925668206
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;4-8 Wochen;0.19965559640148567
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;8-12 Wochen;0.14178339076240598
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;12-16 Wochen;0.1005261862815009
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;16-45 Wochen;0.2722764854762869
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;0-4 Wochen;0.11823400078540322
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;4-8 Wochen;0.17910436629380114
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;8-12 Wochen;0.16817792630664935
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;12-16 Wochen;0.13921549934384775
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;16-45 Wochen;0.36422420415981527
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;0-4 Wochen;0.08776880403900125
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;4-8 Wochen;0.15851276922145766
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;8-12 Wochen;0.17430701894370176
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;12-16 Wochen;0.16055153034850578
19.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;16-45 Wochen;0.40935627791849316
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;0-4 Wochen;0.5711769223583747
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;4-8 Wochen;0.15819735667446655
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;8-12 Wochen;0.07665660825775278
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;12-16 Wochen;0.04537266605351631
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;16-45 Wochen;0.10272567379393915
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;0-4 Wochen;0.49519902907204116
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;4-8 Wochen;0.2072886656430587
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;8-12 Wochen;0.11677592840776085
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;12-16 Wochen;0.06925314993607223
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;16-45 Wochen;0.10751906839939152
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;0-4 Wochen;0.49583409697332115
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;4-8 Wochen;0.21024068934831075
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;8-12 Wochen;0.11486904410632182
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;12-16 Wochen;0.0670425314938593
19.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;weibull;16-45 Wochen;0.10654454239939437
19.0;Vorgespräch_bis_Beh_mean;lognorm;0-4 Wochen;0.3695108289802334
19.0;Vorgespräch_bis_Beh_mean;lognorm;4-8 Wochen;0.29738005448548294
19.0;Vorgespräch_bis_Beh_mean;lognorm;8-12 Wochen;0.1432848094958099
19.0;Vorgespräch_bis_Beh_mean;lognorm;12-16 Wochen;0.0739442755987636
19.0;Vorgespräch_bis_Beh_mean;lognorm;16-45 Wochen;0.10614349899639097
19.0;Vorgespräch_bis_Beh_mean;gamma;0-4 Wochen;0.3175868713745026
19.0;Vorgespräch_bis_Beh_mean;gamma;4-8 Wochen;0.3245436462830861
19.0;Vorgespräch_bis_Beh_mean;gamma;8-12 Wochen;0.18727584687430332
19.0;Vorgespräch_bis_Beh_mean;gamma;12-16 Wochen;0.09331788312874467
19.0;Vorgespräch_bis_Beh_mean;gamma;16-45 Wochen;0.07713442108252122
19.0;Vorgespräch_bis_Beh_mean;weibull;0-4 Wochen;0.27606278642898163
19.0;Vorgespräch_bis_Beh_mean;weibull;4-8 Wochen;0.34563335816570506
19.0;Vorgespräch_bis_Beh_mean;weibull;8-12 Wochen;0.22132033912811355
19.0;Vorgespräch_bis_Beh_mean;weibull;12-16 Wochen;0.10331431442869932
19.0;Vorgespräch_bis_Beh_mean;weibull;16-45 Wochen;0.05366893332062794
19.0;Privat_Wartezeit_mean;lognorm;0-4 Wochen;0.7285065436641739
19.0;Privat_Wartezeit_mean;lognorm;4-8 Wochen;0.14096490019710728
19.0;Privat_Wartezeit_mean;lognorm;8-12 Wochen;0.0535220576983686
19.0;Privat_Wartezeit_mean;lognorm;12-16 Wochen;0.026450846103732717
19.0;Privat_Wartezeit_mean;lognorm;16-45 Wochen;0.042550482169776194
19.0;Privat_Wartezeit_mean;gamma;0-4 Wochen;0.6037399922623655
19.0;Privat_Wartezeit_mean;gamma;4-8 Wochen;0.18116458377095512
19.0;Privat_Wartezeit_mean;gamma;8-12 Wochen;0.09216701561441276
19.0;Privat_Wartezeit_mean;gamma;12-16 Wochen;0.050870846348954224
19.0;Privat_Wartezeit_mean;gamma;16-45 Wochen;0.07009146379793108
19.0;Privat_Wartezeit_mean;weibull;0-4 Wochen;0.6561524876022609
19.0;Privat_Wartezeit_mean;weibull;4-8 Wochen;0.1616602829862237
19.0;Privat_Wartezeit_mean;weibull;8-12 Wochen;0.07545276822314406
19.0;Privat_Wartezeit_mean;weibull;12-16 Wochen;0.04058154773960465
19.0;Privat_Wartezeit_mean;weibull;16-45 Wochen;0.06185529802443446
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;0-4 Wochen;0.17335260925668206
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;4-8 Wochen;0.19965559640148567
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;8-12 Wochen;0.14178339076240598
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;12-16 Wochen;0.1005261862815009
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;lognorm;16-45 Wochen;0.2722764854762869
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;0-4 Wochen;0.11823400078540322
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;4-8 Wochen;0.17910436629380114
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;8-12 Wochen;0.16817792630664935
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;12-16 Wochen;0.13921549934384775
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;gamma;16-45 Wochen;0.36422420415981527
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;0-4 Wochen;0.08776880403900125
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;4-8 Wochen;0.15851276922145766
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;8-12 Wochen;0.17430701894370176
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;12-16 Wochen;0.16055153034850578
20.0;Gesetzlich_bis_Beh_Wartezeit_mean;weibull;16-45 Wochen;0.40935627791849316
20.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;0-4 Wochen;0.5711769223583747
20.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;4-8 Wochen;0.15819735667446655
20.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;8-12 Wochen;0.07665660825775278
20.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;12-16 Wochen;0.04537266605351631
20.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;lognorm;16-45 Wochen;0.10272567379393915
20.0;Gesetzlich_bis_Vorgespräch_Wartezeit_mean;gamma;0-4 Wochen;0.49519902907204116
